시행 : 0 S | 0 B
83974번째 시행 : 0 S | 1 B
83975번째 시행 : 0 S | 2 B
83976번째 시행 : 0 S | 2 B
83977번째 시행 : 0 S | 1 B
83978번째 시행 : 0 S | 1 B
83979번째 시행 : 1 S | 0 B
83980번째 시행 : 0 S | 1 B
83981번째 시행 : 0 S | 1 B
83982번째 시행 : 0 S | 1 B
83983번째 시행 : 0 S | 2 B
83984번째 시행 : 0 S | 0 B
83985번째 시행 : 0 S | 0 B
83986번째 시행 : 0 S | 1 B
83987번째 시행 : 0 S | 0 B
83988번째 시행 : 0 S | 0 B
83989번째 시행 : 0 S | 0 B
83990번째 시행 : 0 S | 1 B
83991번째 시행 : 0 S | 0 B
83992번째 시행 : 0 S | 0 B
83993번째 시행 : 0 S | 1 B
83994번째 시행 : 0 S | 1 B
83995번째 시행 : 1 S | 0 B
83996번째 시행 : 1 S | 0 B
83997번째 시행 : 0 S | 2 B
83998번째 시행 : 0 S | 1 B
83999번째 시행 : 0 S | 0 B
84000번째 시행 : 1 S | 1 B
84001번째 시행 : 0 S | 1 B
84002번째 시행 : 1 S | 0 B
84003번째 시행 : 0 S | 2 B
84004번째 시행 : 0 S | 2 B
84005번째 시행 : 1 S | 0 B
84006번째 시행 : 1 S | 0 B
84007번째 시행 : 0 S | 2 B
84008번째 시행 : 0 S | 1 B
84009번째 시행 : 0 S | 0 B
84010번째 시행 : 0 S | 0 B
84011번째 시행 : 0 S | 2 B
84012번째 시행 : 1 S | 2 B
84013번째 시행 : 0 S | 1 B
84014번째 시행 : 0 S | 0 B
84015번째 시행 : 1 S | 1 B
84016번째 시행 : 0 S | 1 B
84017번째 시행 : 2 S | 0 B
84018번째 시행 : 1 S | 0 B
84019번째 시행 : 0 S | 1 B
84020번째 시행 : 1 S | 0 B
84021번째 시행 : 0 S | 0 B
84022번째 시행 : 0 S | 0 B
84023번째 시행 : 0 S | 1 B
84024번째 시행 : 1 S | 0 B
84025번째 시행 : 0 S | 1 B
84026번째 시행 : 1 S | 1 B
84027번째 시행 : 0 S | 0 B
84028번째 시행 : 0 S | 1 B
84029번째 시행 : 0 S | 1 B
84030번째 시행 : 0 S | 0 B
84031번째 시행 : 1 S | 0 B
84032번째 시행 : 0 S | 0 B
84033번째 시행 : 0 S | 0 B
84034번째 시행 : 1 S | 1 B
84035번째 시행 : 1 S | 1 B
84036번째 시행 : 0 S | 2 B
84037번째 시행 : 0 S | 0 B
84038번째 시행 : 0 S | 0 B
84039번째 시행 : 0 S | 2 B
84040번째 시행 : 0 S | 2 B
84041번째 시행 : 1 S | 1 B
84042번째 시행 : 1 S | 0 B
84043번째 시행 : 0 S | 0 B
84044번째 시행 : 0 S | 0 B
84045번째 시행 : 0 S | 1 B
84046번째 시행 : 1 S | 1 B
84047번째 시행 : 0 S | 0 B
84048번째 시행 : 0 S | 1 B
84049번째 시행 : 0 S | 0 B
84050번째 시행 : 1 S | 0 B
84051번째 시행 : 1 S | 0 B
84052번째 시행 : 0 S | 0 B
84053번째 시행 : 0 S | 1 B
84054번째 시행 : 0 S | 0 B
84055번째 시행 : 0 S | 0 B
84056번째 시행 : 1 S | 0 B
84057번째 시행 : 0 S | 1 B
84058번째 시행 : 1 S | 0 B
84059번째 시행 : 0 S | 0 B
84060번째 시행 : 1 S | 1 B
84061번째 시행 : 0 S | 1 B
84062번째 시행 : 2 S | 0 B
84063번째 시행 : 1 S | 0 B
84064번째 시행 : 1 S | 0 B
84065번째 시행 : 0 S | 1 B
84066번째 시행 : 0 S | 0 B
84067번째 시행 : 0 S | 2 B
84068번째 시행 : 0 S | 0 B
84069번째 시행 : 0 S | 1 B
84070번째 시행 : 0 S | 2 B
84071번째 시행 : 0 S | 1 B
84072번째 시행 : 1 S | 0 B
84073번째 시행 : 0 S | 1 B
84074번째 시행 : 1 S | 0 B
84075번째 시행 : 0 S | 2 B
84076번째 시행 : 0 S | 0 B
84077번째 시행 : 2 S | 0 B
84078번째 시행 : 1 S | 0 B
84079번째 시행 : 0 S | 1 B
84080번째 시행 : 0 S | 1 B
84081번째 시행 : 0 S | 1 B
84082번째 시행 : 0 S | 1 B
84083번째 시행 : 1 S | 0 B
84084번째 시행 : 0 S | 1 B
84085번째 시행 : 1 S | 0 B
84086번째 시행 : 2 S | 0 B
84087번째 시행 : 2 S | 0 B
84088번째 시행 : 0 S | 0 B
84089번째 시행 : 0 S | 1 B
84090번째 시행 : 0 S | 0 B
84091번째 시행 : 1 S | 0 B
84092번째 시행 : 0 S | 2 B
84093번째 시행 : 1 S | 0 B
84094번째 시행 : 0 S | 1 B
84095번째 시행 : 0 S | 1 B
84096번째 시행 : 0 S | 0 B
84097번째 시행 : 1 S | 0 B
84098번째 시행 : 1 S | 0 B
84099번째 시행 : 2 S | 0 B
84100번째 시행 : 0 S | 0 B
84101번째 시행 : 0 S | 0 B
84102번째 시행 : 0 S | 1 B
84103번째 시행 : 0 S | 1 B
84104번째 시행 : 1 S | 0 B
84105번째 시행 : 0 S | 2 B
84106번째 시행 : 0 S | 0 B
84107번째 시행 : 0 S | 0 B
84108번째 시행 : 1 S | 0 B
84109번째 시행 : 1 S | 0 B
84110번째 시행 : 0 S | 0 B
84111번째 시행 : 0 S | 0 B
84112번째 시행 : 1 S | 0 B
84113번째 시행 : 0 S | 1 B
84114번째 시행 : 0 S | 1 B
84115번째 시행 : 0 S | 1 B
84116번째 시행 : 0 S | 0 B
84117번째 시행 : 0 S | 0 B
84118번째 시행 : 0 S | 2 B
84119번째 시행 : 0 S | 1 B
84120번째 시행 : 1 S | 0 B
84121번째 시행 : 0 S | 2 B
84122번째 시행 : 0 S | 1 B
84123번째 시행 : 1 S | 1 B
84124번째 시행 : 0 S | 1 B
84125번째 시행 : 0 S | 1 B
84126번째 시행 : 0 S | 0 B
84127번째 시행 : 0 S | 0 B
84128번째 시행 : 0 S | 1 B
84129번째 시행 : 0 S | 1 B
84130번째 시행 : 0 S | 1 B
84131번째 시행 : 0 S | 1 B
84132번째 시행 : 0 S | 1 B
84133번째 시행 : 0 S | 1 B
84134번째 시행 : 1 S | 1 B
84135번째 시행 : 0 S | 1 B
84136번째 시행 : 2 S | 0 B
84137번째 시행 : 2 S | 0 B
84138번째 시행 : 0 S | 1 B
84139번째 시행 : 1 S | 0 B
84140번째 시행 : 0 S | 1 B
84141번째 시행 : 0 S | 1 B
84142번째 시행 : 0 S | 1 B
84143번째 시행 : 0 S | 1 B
84144번째 시행 : 0 S | 2 B
84145번째 시행 : 0 S | 2 B
84146번째 시행 : 0 S | 1 B
84147번째 시행 : 0 S | 1 B
84148번째 시행 : 1 S | 0 B
84149번째 시행 : 1 S | 1 B
84150번째 시행 : 2 S | 0 B
84151번째 시행 : 1 S | 1 B
84152번째 시행 : 1 S | 0 B
84153번째 시행 : 1 S | 0 B
84154번째 시행 : 0 S | 0 B
84155번째 시행 : 0 S | 0 B
84156번째 시행 : 0 S | 1 B
84157번째 시행 : 0 S | 0 B
84158번째 시행 : 0 S | 1 B
84159번째 시행 : 0 S | 1 B
84160번째 시행 : 0 S | 1 B
84161번째 시행 : 0 S | 1 B
84162번째 시행 : 0 S | 1 B
84163번째 시행 : 1 S | 1 B
84164번째 시행 : 0 S | 1 B
84165번째 시행 : 0 S | 2 B
84166번째 시행 : 0 S | 0 B
84167번째 시행 : 0 S | 2 B
84168번째 시행 : 0 S | 2 B
84169번째 시행 : 0 S | 0 B
84170번째 시행 : 0 S | 1 B
84171번째 시행 : 0 S | 0 B
84172번째 시행 : 0 S | 1 B
84173번째 시행 : 0 S | 2 B
84174번째 시행 : 0 S | 0 B
84175번째 시행 : 1 S | 0 B
84176번째 시행 : 1 S | 0 B
84177번째 시행 : 0 S | 1 B
84178번째 시행 : 1 S | 0 B
84179번째 시행 : 0 S | 1 B
84180번째 시행 : 0 S | 0 B
84181번째 시행 : 0 S | 1 B
84182번째 시행 : 0 S | 2 B
84183번째 시행 : 1 S | 0 B
84184번째 시행 : 0 S | 2 B
84185번째 시행 : 0 S | 1 B
84186번째 시행 : 0 S | 0 B
84187번째 시행 : 0 S | 1 B
84188번째 시행 : 2 S | 0 B
84189번째 시행 : 0 S | 0 B
84190번째 시행 : 0 S | 1 B
84191번째 시행 : 1 S | 0 B
84192번째 시행 : 1 S | 1 B
84193번째 시행 : 0 S | 1 B
84194번째 시행 : 0 S | 0 B
84195번째 시행 : 0 S | 0 B
84196번째 시행 : 0 S | 0 B
84197번째 시행 : 0 S | 0 B
84198번째 시행 : 0 S | 0 B
84199번째 시행 : 0 S | 2 B
84200번째 시행 : 0 S | 1 B
84201번째 시행 : 1 S | 0 B
84202번째 시행 : 0 S | 1 B
84203번째 시행 : 0 S | 0 B
84204번째 시행 : 1 S | 0 B
84205번째 시행 : 0 S | 1 B
84206번째 시행 : 0 S | 0 B
84207번째 시행 : 0 S | 1 B
84208번째 시행 : 1 S | 0 B
84209번째 시행 : 0 S | 0 B
84210번째 시행 : 0 S | 0 B
84211번째 시행 : 0 S | 0 B
84212번째 시행 : 0 S | 0 B
84213번째 시행 : 0 S | 0 B
84214번째 시행 : 0 S | 1 B
84215번째 시행 : 1 S | 0 B
84216번째 시행 : 0 S | 0 B
84217번째 시행 : 0 S | 0 B
84218번째 시행 : 0 S | 1 B
84219번째 시행 : 0 S | 1 B
84220번째 시행 : 1 S | 0 B
84221번째 시행 : 1 S | 0 B
84222번째 시행 : 1 S | 0 B
84223번째 시행 : 1 S | 0 B
84224번째 시행 : 1 S | 1 B
84225번째 시행 : 0 S | 0 B
84226번째 시행 : 0 S | 0 B
84227번째 시행 : 1 S | 0 B
84228번째 시행 : 0 S | 0 B
84229번째 시행 : 0 S | 1 B
84230번째 시행 : 0 S | 1 B
84231번째 시행 : 0 S | 1 B
84232번째 시행 : 0 S | 1 B
84233번째 시행 : 0 S | 1 B
84234번째 시행 : 0 S | 1 B
84235번째 시행 : 1 S | 0 B
84236번째 시행 : 0 S | 1 B
84237번째 시행 : 0 S | 1 B
84238번째 시행 : 0 S | 1 B
84239번째 시행 : 0 S | 1 B
84240번째 시행 : 0 S | 1 B
84241번째 시행 : 0 S | 1 B
84242번째 시행 : 1 S | 0 B
84243번째 시행 : 0 S | 1 B
84244번째 시행 : 0 S | 0 B
84245번째 시행 : 0 S | 1 B
84246번째 시행 : 0 S | 0 B
84247번째 시행 : 0 S | 0 B
84248번째 시행 : 0 S | 2 B
84249번째 시행 : 1 S | 1 B
84250번째 시행 : 2 S | 0 B
84251번째 시행 : 1 S | 1 B
84252번째 시행 : 0 S | 2 B
84253번째 시행 : 0 S | 0 B
84254번째 시행 : 0 S | 1 B
84255번째 시행 : 0 S | 1 B
84256번째 시행 : 0 S | 0 B
84257번째 시행 : 2 S | 0 B
84258번째 시행 : 0 S | 1 B
84259번째 시행 : 0 S | 0 B
84260번째 시행 : 0 S | 1 B
84261번째 시행 : 0 S | 1 B
84262번째 시행 : 0 S | 1 B
84263번째 시행 : 0 S | 2 B
84264번째 시행 : 1 S | 1 B
84265번째 시행 : 1 S | 0 B
84266번째 시행 : 1 S | 0 B
84267번째 시행 : 0 S | 1 B
84268번째 시행 : 0 S | 0 B
84269번째 시행 : 0 S | 1 B
84270번째 시행 : 0 S | 0 B
84271번째 시행 : 1 S | 1 B
84272번째 시행 : 0 S | 2 B
84273번째 시행 : 1 S | 0 B
84274번째 시행 : 0 S | 2 B
84275번째 시행 : 0 S | 0 B
84276번째 시행 : 0 S | 1 B
84277번째 시행 : 0 S | 0 B
84278번째 시행 : 1 S | 0 B
84279번째 시행 : 0 S | 0 B
84280번째 시행 : 1 S | 0 B
84281번째 시행 : 0 S | 0 B
84282번째 시행 : 0 S | 1 B
84283번째 시행 : 0 S | 1 B
84284번째 시행 : 0 S | 1 B
84285번째 시행 : 1 S | 0 B
84286번째 시행 : 0 S | 0 B
84287번째 시행 : 0 S | 0 B
84288번째 시행 : 0 S | 0 B
84289번째 시행 : 0 S | 1 B
84290번째 시행 : 0 S | 0 B
84291번째 시행 : 0 S | 1 B
84292번째 시행 : 0 S | 0 B
84293번째 시행 : 0 S | 2 B
84294번째 시행 : 1 S | 0 B
84295번째 시행 : 0 S | 1 B
84296번째 시행 : 0 S | 0 B
84297번째 시행 : 0 S | 1 B
84298번째 시행 : 1 S | 0 B
84299번째 시행 : 1 S | 0 B
84300번째 시행 : 1 S | 0 B
84301번째 시행 : 1 S | 1 B
84302번째 시행 : 0 S | 2 B
84303번째 시행 : 0 S | 2 B
84304번째 시행 : 0 S | 1 B
84305번째 시행 : 0 S | 1 B
84306번째 시행 : 0 S | 1 B
84307번째 시행 : 0 S | 0 B
84308번째 시행 : 0 S | 0 B
84309번째 시행 : 1 S | 0 B
84310번째 시행 : 1 S | 1 B
84311번째 시행 : 0 S | 0 B
84312번째 시행 : 1 S | 0 B
84313번째 시행 : 0 S | 1 B
84314번째 시행 : 1 S | 1 B
84315번째 시행 : 0 S | 0 B
84316번째 시행 : 0 S | 1 B
84317번째 시행 : 0 S | 1 B
84318번째 시행 : 0 S | 0 B
84319번째 시행 : 0 S | 1 B
84320번째 시행 : 0 S | 1 B
84321번째 시행 : 0 S | 2 B
84322번째 시행 : 0 S | 1 B
84323번째 시행 : 0 S | 0 B
84324번째 시행 : 1 S | 0 B
84325번째 시행 : 1 S | 0 B
84326번째 시행 : 2 S | 0 B
84327번째 시행 : 0 S | 1 B
84328번째 시행 : 1 S | 0 B
84329번째 시행 : 0 S | 1 B
84330번째 시행 : 0 S | 0 B
84331번째 시행 : 0 S | 1 B
84332번째 시행 : 0 S | 0 B
84333번째 시행 : 0 S | 1 B
84334번째 시행 : 0 S | 1 B
84335번째 시행 : 0 S | 0 B
84336번째 시행 : 0 S | 0 B
84337번째 시행 : 0 S | 2 B
84338번째 시행 : 1 S | 0 B
84339번째 시행 : 0 S | 1 B
84340번째 시행 : 1 S | 0 B
84341번째 시행 : 0 S | 0 B
84342번째 시행 : 1 S | 0 B
84343번째 시행 : 0 S | 1 B
84344번째 시행 : 0 S | 1 B
84345번째 시행 : 0 S | 1 B
84346번째 시행 : 1 S | 0 B
84347번째 시행 : 0 S | 1 B
84348번째 시행 : 1 S | 0 B
84349번째 시행 : 0 S | 0 B
84350번째 시행 : 0 S | 1 B
84351번째 시행 : 1 S | 1 B
84352번째 시행 : 0 S | 0 B
84353번째 시행 : 1 S | 1 B
84354번째 시행 : 1 S | 0 B
84355번째 시행 : 0 S | 0 B
84356번째 시행 : 1 S | 1 B
84357번째 시행 : 0 S | 1 B
84358번째 시행 : 2 S | 0 B
84359번째 시행 : 0 S | 1 B
84360번째 시행 : 0 S | 0 B
84361번째 시행 : 0 S | 2 B
84362번째 시행 : 0 S | 2 B
84363번째 시행 : 0 S | 2 B
84364번째 시행 : 0 S | 1 B
84365번째 시행 : 0 S | 1 B
84366번째 시행 : 0 S | 2 B
84367번째 시행 : 0 S | 2 B
84368번째 시행 : 1 S | 0 B
84369번째 시행 : 0 S | 2 B
84370번째 시행 : 0 S | 1 B
84371번째 시행 : 0 S | 2 B
84372번째 시행 : 0 S | 1 B
84373번째 시행 : 0 S | 1 B
84374번째 시행 : 0 S | 1 B
84375번째 시행 : 0 S | 1 B
84376번째 시행 : 1 S | 0 B
84377번째 시행 : 2 S | 0 B
84378번째 시행 : 0 S | 1 B
84379번째 시행 : 0 S | 1 B
84380번째 시행 : 0 S | 2 B
84381번째 시행 : 0 S | 2 B
84382번째 시행 : 1 S | 1 B
84383번째 시행 : 0 S | 1 B
84384번째 시행 : 0 S | 1 B
84385번째 시행 : 2 S | 0 B
84386번째 시행 : 0 S | 0 B
84387번째 시행 : 0 S | 1 B
84388번째 시행 : 0 S | 1 B
84389번째 시행 : 0 S | 2 B
84390번째 시행 : 2 S | 0 B
84391번째 시행 : 0 S | 1 B
84392번째 시행 : 1 S | 0 B
84393번째 시행 : 1 S | 0 B
84394번째 시행 : 0 S | 0 B
84395번째 시행 : 0 S | 1 B
84396번째 시행 : 2 S | 0 B
84397번째 시행 : 1 S | 0 B
84398번째 시행 : 0 S | 1 B
84399번째 시행 : 1 S | 0 B
84400번째 시행 : 0 S | 2 B
84401번째 시행 : 1 S | 1 B
84402번째 시행 : 0 S | 1 B
84403번째 시행 : 0 S | 1 B
84404번째 시행 : 2 S | 0 B
84405번째 시행 : 0 S | 1 B
84406번째 시행 : 0 S | 1 B
84407번째 시행 : 0 S | 1 B
84408번째 시행 : 1 S | 0 B
84409번째 시행 : 0 S | 0 B
84410번째 시행 : 0 S | 0 B
84411번째 시행 : 0 S | 2 B
84412번째 시행 : 0 S | 2 B
84413번째 시행 : 0 S | 1 B
84414번째 시행 : 0 S | 2 B
84415번째 시행 : 0 S | 0 B
84416번째 시행 : 0 S | 1 B
84417번째 시행 : 0 S | 0 B
84418번째 시행 : 1 S | 0 B
84419번째 시행 : 1 S | 0 B
84420번째 시행 : 0 S | 0 B
84421번째 시행 : 1 S | 0 B
84422번째 시행 : 0 S | 0 B
84423번째 시행 : 1 S | 0 B
84424번째 시행 : 0 S | 1 B
84425번째 시행 : 1 S | 0 B
84426번째 시행 : 0 S | 0 B
84427번째 시행 : 0 S | 2 B
84428번째 시행 : 0 S | 1 B
84429번째 시행 : 0 S | 0 B
84430번째 시행 : 0 S | 1 B
84431번째 시행 : 1 S | 1 B
84432번째 시행 : 1 S | 0 B
84433번째 시행 : 0 S | 1 B
84434번째 시행 : 1 S | 0 B
84435번째 시행 : 1 S | 1 B
84436번째 시행 : 0 S | 1 B
84437번째 시행 : 0 S | 1 B
84438번째 시행 : 0 S | 1 B
84439번째 시행 : 1 S | 0 B
84440번째 시행 : 0 S | 1 B
84441번째 시행 : 1 S | 0 B
84442번째 시행 : 0 S | 0 B
84443번째 시행 : 1 S | 1 B
84444번째 시행 : 1 S | 0 B
84445번째 시행 : 1 S | 1 B
84446번째 시행 : 1 S | 0 B
84447번째 시행 : 0 S | 2 B
84448번째 시행 : 0 S | 1 B
84449번째 시행 : 1 S | 1 B
84450번째 시행 : 0 S | 1 B
84451번째 시행 : 0 S | 1 B
84452번째 시행 : 0 S | 2 B
84453번째 시행 : 0 S | 1 B
84454번째 시행 : 0 S | 0 B
84455번째 시행 : 0 S | 1 B
84456번째 시행 : 0 S | 1 B
84457번째 시행 : 0 S | 1 B
84458번째 시행 : 0 S | 0 B
84459번째 시행 : 0 S | 1 B
84460번째 시행 : 0 S | 1 B
84461번째 시행 : 1 S | 0 B
84462번째 시행 : 0 S | 0 B
84463번째 시행 : 1 S | 1 B
84464번째 시행 : 0 S | 1 B
84465번째 시행 : 0 S | 0 B
84466번째 시행 : 0 S | 1 B
84467번째 시행 : 0 S | 2 B
84468번째 시행 : 0 S | 1 B
84469번째 시행 : 0 S | 1 B
84470번째 시행 : 0 S | 2 B
84471번째 시행 : 0 S | 2 B
84472번째 시행 : 1 S | 0 B
84473번째 시행 : 0 S | 1 B
84474번째 시행 : 0 S | 1 B
84475번째 시행 : 0 S | 0 B
84476번째 시행 : 0 S | 1 B
84477번째 시행 : 0 S | 1 B
84478번째 시행 : 1 S | 0 B
84479번째 시행 : 0 S | 0 B
84480번째 시행 : 1 S | 0 B
84481번째 시행 : 1 S | 0 B
84482번째 시행 : 0 S | 0 B
84483번째 시행 : 1 S | 0 B
84484번째 시행 : 1 S | 0 B
84485번째 시행 : 1 S | 0 B
84486번째 시행 : 0 S | 2 B
84487번째 시행 : 0 S | 2 B
84488번째 시행 : 0 S | 0 B
84489번째 시행 : 0 S | 0 B
84490번째 시행 : 0 S | 0 B
84491번째 시행 : 0 S | 1 B
84492번째 시행 : 0 S | 1 B
84493번째 시행 : 0 S | 1 B
84494번째 시행 : 0 S | 1 B
84495번째 시행 : 0 S | 1 B
84496번째 시행 : 1 S | 0 B
84497번째 시행 : 1 S | 0 B
84498번째 시행 : 0 S | 1 B
84499번째 시행 : 0 S | 2 B
84500번째 시행 : 0 S | 0 B
84501번째 시행 : 1 S | 1 B
84502번째 시행 : 0 S | 1 B
84503번째 시행 : 1 S | 1 B
84504번째 시행 : 2 S | 0 B
84505번째 시행 : 0 S | 0 B
84506번째 시행 : 0 S | 0 B
84507번째 시행 : 0 S | 1 B
84508번째 시행 : 0 S | 2 B
84509번째 시행 : 1 S | 0 B
84510번째 시행 : 0 S | 1 B
84511번째 시행 : 0 S | 2 B
84512번째 시행 : 0 S | 0 B
84513번째 시행 : 0 S | 1 B
84514번째 시행 : 1 S | 0 B
84515번째 시행 : 0 S | 1 B
84516번째 시행 : 0 S | 1 B
84517번째 시행 : 0 S | 1 B
84518번째 시행 : 0 S | 1 B
84519번째 시행 : 0 S | 1 B
84520번째 시행 : 0 S | 0 B
84521번째 시행 : 0 S | 1 B
84522번째 시행 : 0 S | 0 B
84523번째 시행 : 0 S | 1 B
84524번째 시행 : 0 S | 1 B
84525번째 시행 : 1 S | 0 B
84526번째 시행 : 0 S | 2 B
84527번째 시행 : 1 S | 0 B
84528번째 시행 : 1 S | 0 B
84529번째 시행 : 0 S | 1 B
84530번째 시행 : 0 S | 2 B
84531번째 시행 : 1 S | 0 B
84532번째 시행 : 0 S | 0 B
84533번째 시행 : 1 S | 1 B
84534번째 시행 : 0 S | 2 B
84535번째 시행 : 0 S | 1 B
84536번째 시행 : 1 S | 0 B
84537번째 시행 : 0 S | 1 B
84538번째 시행 : 0 S | 1 B
84539번째 시행 : 0 S | 2 B
84540번째 시행 : 0 S | 1 B
84541번째 시행 : 2 S | 0 B
84542번째 시행 : 0 S | 1 B
84543번째 시행 : 0 S | 1 B
84544번째 시행 : 0 S | 0 B
84545번째 시행 : 0 S | 1 B
84546번째 시행 : 0 S | 0 B
84547번째 시행 : 1 S | 0 B
84548번째 시행 : 0 S | 1 B
84549번째 시행 : 1 S | 0 B
84550번째 시행 : 0 S | 1 B
84551번째 시행 : 0 S | 1 B
84552번째 시행 : 0 S | 2 B
84553번째 시행 : 0 S | 1 B
84554번째 시행 : 0 S | 0 B
84555번째 시행 : 0 S | 2 B
84556번째 시행 : 1 S | 0 B
84557번째 시행 : 0 S | 0 B
84558번째 시행 : 0 S | 0 B
84559번째 시행 : 0 S | 1 B
84560번째 시행 : 0 S | 1 B
84561번째 시행 : 0 S | 1 B
84562번째 시행 : 0 S | 1 B
84563번째 시행 : 0 S | 0 B
84564번째 시행 : 1 S | 1 B
84565번째 시행 : 0 S | 0 B
84566번째 시행 : 0 S | 0 B
84567번째 시행 : 0 S | 2 B
84568번째 시행 : 0 S | 1 B
84569번째 시행 : 1 S | 0 B
84570번째 시행 : 1 S | 0 B
84571번째 시행 : 1 S | 1 B
84572번째 시행 : 1 S | 0 B
84573번째 시행 : 1 S | 1 B
84574번째 시행 : 0 S | 1 B
84575번째 시행 : 0 S | 1 B
84576번째 시행 : 0 S | 0 B
84577번째 시행 : 0 S | 1 B
84578번째 시행 : 1 S | 1 B
84579번째 시행 : 0 S | 0 B
84580번째 시행 : 0 S | 2 B
84581번째 시행 : 0 S | 1 B
84582번째 시행 : 0 S | 0 B
84583번째 시행 : 1 S | 0 B
84584번째 시행 : 1 S | 1 B
84585번째 시행 : 0 S | 1 B
84586번째 시행 : 0 S | 1 B
84587번째 시행 : 1 S | 0 B
84588번째 시행 : 0 S | 1 B
84589번째 시행 : 1 S | 1 B
84590번째 시행 : 2 S | 0 B
84591번째 시행 : 0 S | 0 B
84592번째 시행 : 0 S | 1 B
84593번째 시행 : 2 S | 0 B
84594번째 시행 : 0 S | 1 B
84595번째 시행 : 1 S | 0 B
84596번째 시행 : 0 S | 0 B
84597번째 시행 : 0 S | 0 B
84598번째 시행 : 1 S | 0 B
84599번째 시행 : 0 S | 0 B
84600번째 시행 : 0 S | 1 B
84601번째 시행 : 0 S | 1 B
84602번째 시행 : 0 S | 1 B
84603번째 시행 : 2 S | 0 B
84604번째 시행 : 0 S | 0 B
84605번째 시행 : 1 S | 1 B
84606번째 시행 : 0 S | 2 B
84607번째 시행 : 1 S | 0 B
84608번째 시행 : 0 S | 0 B
84609번째 시행 : 1 S | 1 B
84610번째 시행 : 0 S | 0 B
84611번째 시행 : 1 S | 0 B
84612번째 시행 : 0 S | 1 B
84613번째 시행 : 0 S | 1 B
84614번째 시행 : 0 S | 1 B
84615번째 시행 : 0 S | 2 B
84616번째 시행 : 0 S | 2 B
84617번째 시행 : 0 S | 1 B
84618번째 시행 : 0 S | 1 B
84619번째 시행 : 0 S | 0 B
84620번째 시행 : 0 S | 1 B
84621번째 시행 : 0 S | 1 B
84622번째 시행 : 0 S | 0 B
84623번째 시행 : 0 S | 2 B
84624번째 시행 : 1 S | 0 B
84625번째 시행 : 0 S | 0 B
84626번째 시행 : 0 S | 1 B
84627번째 시행 : 0 S | 1 B
84628번째 시행 : 0 S | 1 B
84629번째 시행 : 0 S | 2 B
84630번째 시행 : 0 S | 1 B
84631번째 시행 : 0 S | 0 B
84632번째 시행 : 0 S | 1 B
84633번째 시행 : 0 S | 1 B
84634번째 시행 : 0 S | 0 B
84635번째 시행 : 0 S | 1 B
84636번째 시행 : 0 S | 1 B
84637번째 시행 : 0 S | 0 B
84638번째 시행 : 1 S | 0 B
84639번째 시행 : 0 S | 2 B
84640번째 시행 : 1 S | 1 B
84641번째 시행 : 0 S | 1 B
84642번째 시행 : 0 S | 2 B
84643번째 시행 : 0 S | 1 B
84644번째 시행 : 0 S | 1 B
